,ID,floor_area_sqm,mean_resale_price,Closest distance to Marina Bay Sands,Closest distance to Resorts World Casino Sentosa,geometry,Closest distance to a hotel,Closest distance to a park,Traffic lights within 500 meters,Parking lots within 500 meters
167,block 11 QUEENSTOWN,72.4888888888889,408725.672516641,4284.65315180061,4284.65315180061,POINT (103.80103916204055 1.2878321),474.39952579058627,975.7668635534098,0,90
168,block 11 TOA PAYOH,111.04,526819.5795329441,5916.977766351765,5916.977766351765,POINT (103.84876315 1.33677445),1209.4511508888002,690.6438334001125,0,0
169,block 11 WOODLANDS,125.4,367338.3333333333,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
170,block 110 ANG MO KIO,71.55,319885.9479889043,11646.10442013269,11646.10442013269,POINT (103.84368975 1.3885722999999999),1317.7252497262375,560.6731434629427,1,15
171,block 110 BEDOK,88.04761904761905,356667.95550149883,7096.946860014165,7096.946860014165,POINT (103.9110728 1.324443),638.2815923398671,375.6446512389534,0,9
172,block 110 BISHAN,75.11111111111111,414215.03831417626,9549.300637849754,9549.300637849754,POINT (103.83203356097692 1.3659908),3182.6130892712904,459.57555114117594,1,17
173,block 110 BUKIT BATOK,132.0,559011.2956349207,15403.994540802376,15403.994540802376,POINT (103.75266284937962 1.3758846999999998),5122.985054434597,405.18110235112067,1,0
174,block 110 BUKIT MERAH,106.96296296296296,545257.6283325054,2991.857960651117,2991.857960651117,POINT (103.83411816933298 1.2844446),98.97817888606303,465.6220799313236,0,94
175,block 110 BUKIT PANJANG,117.0,411741.1741935484,15692.412745641155,15692.412745641155,POINT (103.76120534896185 1.3849607499999999),6389.77580202255,1095.781049739916,0,303
176,block 110 CLEMENTI,152.25,778715.2777777778,9908.878813117522,9908.878813117522,POINT (103.77598114983843 1.3320357),3310.2419284511247,640.3661625490062,0,0
177,block 110 GEYLANG,118.0,548702.8018433179,6480.1666132449545,6480.1666132449545,POINT (103.89459637858039 1.3325653499999999),1209.8330121330523,1421.4281268603972,1,233
178,block 110 JURONG EAST,68.71428571428571,294805.1397874531,7123.494156834656,7123.494156834656,POINT (103.77035442218084 1.2935294499999999),239.2187102773191,670.7818433126779,0,151
179,block 110 PASIR RIS,111.84615384615384,398053.3902372138,13353.959876046514,13353.959876046514,POINT (103.94350777946352 1.372388),1530.4523475214967,269.5155674069476,0,0
180,block 110 QUEENSTOWN,60.375,328947.1354166667,6308.218549044592,6308.218549044592,POINT (103.79843785 1.3071782),1087.1034494054304,597.5345150854171,1,194
181,block 110 TAMPINES,92.15789473684212,351314.2570755165,11314.499537914988,11314.499537914988,POINT (103.93169459451332 1.35823695),3404.4861999485365,1427.6130152207304,0,588
182,block 110 TOA PAYOH,65.0,290017.9464285714,5955.658804997417,5955.658804997417,POINT (103.84914197460714 1.33722195),1257.0670580076555,745.9638754480519,0,0
183,block 110 WOODLANDS,92.55,321508.42142857146,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
184,block 110 YISHUN,73.0909090909091,270603.4766824085,17076.156583567823,17076.156583567823,POINT (103.8403992 1.4377325),2548.4351442963457,592.4052691241836,0,0
185,block 111 ANG MO KIO,110.1818181818182,489386.9206773619,11646.10442013269,11646.10442013269,POINT (103.84368975 1.3885722999999999),1317.7252497262375,560.6731434629427,1,15
186,block 111 BEDOK,114.3793103448276,520581.7116519703,7096.946860014165,7096.946860014165,POINT (103.9110728 1.324443),638.2815923398671,375.6446512389534,0,9
187,block 111 BISHAN,94.75,480874.61,9549.300637849754,9549.300637849754,POINT (103.83203356097692 1.3659908),3182.6130892712904,459.57555114117594,1,17
188,block 111 BUKIT BATOK,132.0,550298.9,15403.994540802376,15403.994540802376,POINT (103.75266284937962 1.3758846999999998),5122.985054434597,405.18110235112067,1,0
189,block 111 BUKIT MERAH,110.375,523284.87833333336,2991.857960651117,2991.857960651117,POINT (103.83411816933298 1.2844446),98.97817888606303,465.6220799313236,0,94
190,block 111 CHOA CHU KANG,80.5,286182.9697802198,18285.99136391172,18285.99136391172,POINT (103.7445 1.401318),7735.323339091603,1416.035097612029,0,21
191,block 111 CLEMENTI,148.1764705882353,766888.9569892472,9908.878813117522,9908.878813117522,POINT (103.77598114983843 1.3320357),3310.2419284511247,640.3661625490062,0,0
192,block 111 GEYLANG,71.11764705882354,332619.94168357,6480.1666132449545,6480.1666132449545,POINT (103.89459637858039 1.3325653499999999),1209.8330121330523,1421.4281268603972,1,233
193,block 111 PASIR RIS,145.5,578479.1666666666,13353.959876046514,13353.959876046514,POINT (103.94350777946352 1.372388),1530.4523475214967,269.5155674069476,0,0
194,block 111 QUEENSTOWN,59.875,259466.1290322581,6308.218549044592,6308.218549044592,POINT (103.79843785 1.3071782),1087.1034494054304,597.5345150854171,1,194
195,block 111 SERANGOON,92.66666666666669,346578.78125,7533.190369947071,7533.190369947071,POINT (103.88071076652449 1.34987515),510.10654821249756,333.56376832574705,0,11
196,block 111 TAMPINES,92.53333333333332,386476.9212121212,11314.499537914988,11314.499537914988,POINT (103.93169459451332 1.35823695),3404.4861999485365,1427.6130152207304,0,588
197,block 111 TOA PAYOH,66.0,303252.76785714284,5955.658804997417,5955.658804997417,POINT (103.84914197460714 1.33722195),1257.0670580076555,745.9638754480519,0,0
198,block 111 WOODLANDS,155.15384615384616,578125.0494505494,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
199,block 111 YISHUN,80.33333333333333,283347.76351593266,17076.156583567823,17076.156583567823,POINT (103.8403992 1.4377325),2548.4351442963457,592.4052691241836,0,0
200,block 112 ANG MO KIO,76.5,308011.0104895105,11646.10442013269,11646.10442013269,POINT (103.84368975 1.3885722999999999),1317.7252497262375,560.6731434629427,1,15
201,block 112 BEDOK,118.41666666666669,501650.5353535353,7096.946860014165,7096.946860014165,POINT (103.9110728 1.324443),638.2815923398671,375.6446512389534,0,9
202,block 112 BISHAN,89.71428571428571,480971.4285714286,9549.300637849754,9549.300637849754,POINT (103.83203356097692 1.3659908),3182.6130892712904,459.57555114117594,1,17
203,block 112 BUKIT BATOK,105.0,408442.095418956,15403.994540802376,15403.994540802376,POINT (103.75266284937962 1.3758846999999998),5122.985054434597,405.18110235112067,1,0
204,block 112 BUKIT MERAH,89.16666666666667,412118.8524590164,2991.857960651117,2991.857960651117,POINT (103.83411816933298 1.2844446),98.97817888606303,465.6220799313236,0,94
205,block 112 BUKIT PANJANG,71.33333333333333,256195.3125,15692.412745641155,15692.412745641155,POINT (103.76120534896185 1.3849607499999999),6389.77580202255,1095.781049739916,0,303
206,block 112 CHOA CHU KANG,112.27272727272728,322531.4022727273,18285.99136391172,18285.99136391172,POINT (103.7445 1.401318),7735.323339091603,1416.035097612029,0,21
207,block 112 GEYLANG,72.93333333333334,324957.4412360689,6480.1666132449545,6480.1666132449545,POINT (103.89459637858039 1.3325653499999999),1209.8330121330523,1421.4281268603972,1,233
208,block 112 HOUGANG,75.28571428571429,302159.27285714285,7787.477904233574,7787.477904233574,POINT (103.88324188555953 1.35147475),563.8358301836054,279.6723185291963,0,9
209,block 112 PASIR RIS,114.3846153846154,406007.6748251749,13353.959876046514,13353.959876046514,POINT (103.94350777946352 1.372388),1530.4523475214967,269.5155674069476,0,0
210,block 112 QUEENSTOWN,62.46153846153846,319872.8818283166,6308.218549044592,6308.218549044592,POINT (103.79843785 1.3071782),1087.1034494054304,597.5345150854171,1,194
211,block 112 TAMPINES,104.61904761904762,406924.6649181092,11314.499537914988,11314.499537914988,POINT (103.93169459451332 1.35823695),3404.4861999485365,1427.6130152207304,0,588
212,block 112 TOA PAYOH,65.0,292870.5270467836,5955.658804997417,5955.658804997417,POINT (103.84914197460714 1.33722195),1257.0670580076555,745.9638754480519,0,0
213,block 112 YISHUN,71.33333333333333,285406.10731364274,17076.156583567823,17076.156583567823,POINT (103.8403992 1.4377325),2548.4351442963457,592.4052691241836,0,0
214,block 113 ANG MO KIO,92.0,402800.9166666667,11646.10442013269,11646.10442013269,POINT (103.84368975 1.3885722999999999),1317.7252497262375,560.6731434629427,1,15
215,block 113 BEDOK,65.3125,291483.2351823708,7016.56940172059,7016.56940172059,POINT (103.9101817 1.3244029),651.5486029857965,474.3405100721429,0,7
216,block 113 BISHAN,91.96774193548389,484134.0636053015,9626.362806730527,9626.362806730527,POINT (103.82903026932581 1.36559295),3476.8964086441274,402.81198530142524,1,17
217,block 113 BUKIT BATOK,104.5,409414.25,15350.57920603006,15350.57920603006,POINT (103.75220543614704 1.3750589),5020.855672930695,307.66647126975414,1,0
218,block 113 BUKIT MERAH,98.83333333333331,455673.59842440666,6801.785991024703,6801.785991024703,POINT (103.7971524501103 1.3114889),1161.0466515644196,180.9800508081328,1,516
219,block 113 BUKIT PANJANG,85.0,300336.1935064935,15692.412745641155,15692.412745641155,POINT (103.76120534896185 1.3849607499999999),6389.77580202255,1095.781049739916,0,303
220,block 113 CHOA CHU KANG,112.07142857142856,345288.7896825397,18285.99136391172,18285.99136391172,POINT (103.7445 1.401318),7735.323339091603,1416.035097612029,0,21
221,block 113 CLEMENTI,104.0,536163.9789473685,11896.328540908782,11896.328540908782,POINT (103.75144769655765 1.33620005),1450.1391868740359,1126.3183833750836,0,5
222,block 113 HOUGANG,78.14285714285714,294522.0831741787,7533.190369947071,7533.190369947071,POINT (103.88071076652449 1.34987515),510.10654821249756,333.56376832574705,0,11
223,block 113 PASIR RIS,109.5,407068.8078231292,13353.959876046514,13353.959876046514,POINT (103.94350777946352 1.372388),1530.4523475214967,269.5155674069476,0,0
224,block 113 QUEENSTOWN,64.85714285714286,269357.2887537994,7178.59571364379,7178.59571364379,POINT (103.76970275789861 1.2934785500000001),177.19950196115252,646.356945125313,0,139
225,block 113 SERANGOON,73.66666666666667,280980.7883597884,7577.978652850622,7577.978652850622,POINT (103.88062227851341 1.3503253000000002),461.0068840311744,334.31643556120935,0,11
226,block 113 TAMPINES,97.6,370331.047752809,11266.640206553264,11266.640206553264,POINT (103.93102912719868 1.35828095),3446.4064248378895,1501.0884756363776,0,566
227,block 113 TOA PAYOH,72.28947368421052,301865.8453670549,5885.077794635806,5885.077794635806,POINT (103.84106585119139 1.33399615),799.9639373855698,855.9932111212161,0,66
228,block 113 WOODLANDS,91.84615384615384,314775.22893772897,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
229,block 113 YISHUN,76.57142857142857,278590.0158730159,17125.649119290814,17125.649119290814,POINT (103.8395409 1.438065),2603.320642946507,499.17292237660376,0,0
230,block 114 ANG MO KIO,82.15789473684211,325271.70208879974,11646.10442013269,11646.10442013269,POINT (103.84368975 1.3885722999999999),1317.7252497262375,560.6731434629427,1,15
231,block 114 BISHAN,89.77777777777777,469914.3484848485,9549.300637849754,9549.300637849754,POINT (103.83203356097692 1.3659908),3182.6130892712904,459.57555114117594,1,17
232,block 114 BUKIT BATOK,106.0,429572.7207792208,15403.994540802376,15403.994540802376,POINT (103.75266284937962 1.3758846999999998),5122.985054434597,405.18110235112067,1,0
233,block 114 BUKIT MERAH,116.47368421052632,563896.2687198767,2991.857960651117,2991.857960651117,POINT (103.83411816933298 1.2844446),98.97817888606303,465.6220799313236,0,94
234,block 114 CHOA CHU KANG,82.53846153846153,287263.6357845509,18285.99136391172,18285.99136391172,POINT (103.7445 1.401318),7735.323339091603,1416.035097612029,0,21
235,block 114 CLEMENTI,143.25,770542.379385965,9908.878813117522,9908.878813117522,POINT (103.77598114983843 1.3320357),3310.2419284511247,640.3661625490062,0,0
236,block 114 HOUGANG,74.76470588235294,276076.69669595105,7787.477904233574,7787.477904233574,POINT (103.88324188555953 1.35147475),563.8358301836054,279.6723185291963,0,9
237,block 114 PASIR RIS,109.08333333333331,388635.5388888888,13353.959876046514,13353.959876046514,POINT (103.94350777946352 1.372388),1530.4523475214967,269.5155674069476,0,0
238,block 114 SERANGOON,118.625,436377.3897058823,7533.190369947071,7533.190369947071,POINT (103.88071076652449 1.34987515),510.10654821249756,333.56376832574705,0,11
239,block 114 TAMPINES,116.65,459895.7795454546,11314.499537914988,11314.499537914988,POINT (103.93169459451332 1.35823695),3404.4861999485365,1427.6130152207304,0,588
240,block 114 TOA PAYOH,69.15151515151516,295088.7388951049,5955.658804997417,5955.658804997417,POINT (103.84914197460714 1.33722195),1257.0670580076555,745.9638754480519,0,0
241,block 114 YISHUN,81.71052631578948,273039.1167289065,17076.156583567823,17076.156583567823,POINT (103.8403992 1.4377325),2548.4351442963457,592.4052691241836,0,0
242,block 115 BEDOK,99.22916666666669,406660.99950903375,7096.946860014165,7096.946860014165,POINT (103.9110728 1.324443),638.2815923398671,375.6446512389534,0,9
243,block 115 BISHAN,85.25,429019.99074074073,9549.300637849754,9549.300637849754,POINT (103.83203356097692 1.3659908),3182.6130892712904,459.57555114117594,1,17
244,block 115 BUKIT BATOK,132.0,536780.0897435897,15403.994540802376,15403.994540802376,POINT (103.75266284937962 1.3758846999999998),5122.985054434597,405.18110235112067,1,0
245,block 115 BUKIT MERAH,117.53571428571428,583522.1657929227,2991.857960651117,2991.857960651117,POINT (103.83411816933298 1.2844446),98.97817888606303,465.6220799313236,0,94
246,block 115 BUKIT PANJANG,78.33333333333333,298381.61475409835,15692.412745641155,15692.412745641155,POINT (103.76120534896185 1.3849607499999999),6389.77580202255,1095.781049739916,0,303
247,block 115 CHOA CHU KANG,83.9090909090909,287172.91824494954,18285.99136391172,18285.99136391172,POINT (103.7445 1.401318),7735.323339091603,1416.035097612029,0,21
248,block 115 CLEMENTI,148.9090909090909,779405.712121212,9908.878813117522,9908.878813117522,POINT (103.77598114983843 1.3320357),3310.2419284511247,640.3661625490062,0,0
249,block 115 HOUGANG,72.375,297745.0421940928,7787.477904233574,7787.477904233574,POINT (103.88324188555953 1.35147475),563.8358301836054,279.6723185291963,0,9
250,block 115 JURONG EAST,80.71428571428571,313169.2835148722,7123.494156834656,7123.494156834656,POINT (103.77035442218084 1.2935294499999999),239.2187102773191,670.7818433126779,0,151
251,block 115 SERANGOON,77.71428571428571,299374.2261904762,7533.190369947071,7533.190369947071,POINT (103.88071076652449 1.34987515),510.10654821249756,333.56376832574705,0,11
252,block 115 TOA PAYOH,75.51428571428572,311570.0450455552,5955.658804997417,5955.658804997417,POINT (103.84914197460714 1.33722195),1257.0670580076555,745.9638754480519,0,0
253,block 115 WOODLANDS,158.0,505131.9656084656,12884734.693564262,12884734.693564262,POINT (-115.546226 54.0556065),12868995.637003118,12867443.25327658,0,0
254,block 115 YISHUN,79.72222222222223,295186.503968254,17076.156583567823,17076.156583567823,POINT (103.8403992 1.4377325),2548.4351442963457,592.4052691241836,0,0
255,block 116 ANG MO KIO,44.0,219913.88888888888,11646.10442013269,11646.10442013269,POINT (103.84368975 1.3885722999999999),1317.7252497262375,560.6731434629427,1,15
256,block 116 BEDOK,86.93333333333334,376581.1611528822,7096.946860014165,7096.946860014165,POINT (103.9110728 1.324443),638.2815923398671,375.6446512389534,0,9
257,block 116 BISHAN,73.3076923076923,411840.6727716727,9549.300637849754,9549.300637849754,POINT (103.83203356097692 1.3659908),3182.6130892712904,459.57555114117594,1,17
258,block 116 BUKIT MERAH,94.2,411828.5868686869,6801.785991024703,6801.785991024703,POINT (103.7971524501103 1.3114889),1161.0466515644196,180.9800508081328,1,516
259,block 116 BUKIT PANJANG,80.5,293075.3407960199,15692.412745641155,15692.412745641155,POINT (103.76120534896185 1.3849607499999999),6389.77580202255,1095.781049739916,0,303
260,block 116 CHOA CHU KANG,121.0,349071.64637681155,18285.99136391172,18285.99136391172,POINT (103.7445 1.401318),7735.323339091603,1416.035097612029,0,21
261,block 116 CLEMENTI,150.54545454545453,776383.2828282828,9908.878813117522,9908.878813117522,POINT (103.77598114983843 1.3320357),3310.2419284511247,640.3661625490062,0,0
262,block 116 JURONG EAST,120.0,560336.6013071896,7123.494156834656,7123.494156834656,POINT (103.77035442218084 1.2935294499999999),239.2187102773191,670.7818433126779,0,151
263,block 116 TAMPINES,110.33333333333331,465413.3921670117,11314.499537914988,11314.499537914988,POINT (103.93169459451332 1.35823695),3404.4861999485365,1427.6130152207304,0,588
